selection_rank,cell_id,selection_status,selection_tier,existing_solweig_label_status,primary_sampling_stratum,secondary_sampling_strata,typology_label,auto_qa_flag,quick_map_check_status,only_question,replace_if,replacement_candidate_1,replacement_candidate_2,replacement_candidate_3,reviewer_notes,geometry_or_centroid_available,longitude_or_x,latitude_or_y
101,TP_0041,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0062,TP_0090,TP_0617,,True,103.849941839485,1.3269236632298445
102,TP_0346,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0256,,True,103.86342026741325,1.335967179705055
103,TP_0554,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0352,TP_0262,TP_0350,,True,103.84185490406566,1.3432022662328336
104,TP_0162,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0347,,True,103.85443464308332,1.330541086899756
105,TP_0005,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0262,TP_0062,TP_0352,,True,103.84365195350765,1.3260193330820584
110,TP_0747,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0897,TP_0617,TP_0347,,True,103.85892761006504,1.3486283325722206
111,TP_0133,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0347,,True,103.85443463540174,1.3296367223775631
113,TP_0218,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,commercial,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0062,TP_0256,TP_0080,,True,103.85263754539103,1.3323498307533912
114,TP_0711,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0288,TP_0945,TP_0174,,True,103.85263766575072,1.3477240265522108
116,TP_0418,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0062,,True,103.84994191824428,1.3386804020636358
117,TP_0759,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0062,,True,103.84365205173718,1.3495328104027402
118,TP_0066,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,other,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0131,TP_0090,,True,103.84634762581491,1.3278280494653945
119,TP_0663,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0256,,True,103.86162326604732,1.345915209508595
122,TP_0647,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0823,TP_0080,TP_0090,,True,103.84724628255825,1.3459153346808548
123,TP_0108,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0347,TP_0617,TP_0131,,True,103.85802884856768,1.3287323243242375
124,TP_0337,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0347,TP_0090,,True,103.85533324712286,1.3359672659622408
125,TP_0934,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0062,TP_0256,,True,103.84455063948792,1.3549589928126275
127,TP_0799,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0090,TP_0617,TP_0062,,True,103.85353625026995,1.3504371123787051
128,TP_0817,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,transport,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0347,TP_0090,,True,103.84365205936489,1.351341539239423
130,TP_0710,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0347,,True,103.85173910360548,1.3477240335520304
134,TP_0772,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0288,TP_0174,TP_0158,,True,103.85533336839772,1.3495327323102195
135,TP_0208,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0131,,True,103.84365197978406,1.3323498851127566
136,TP_0285,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0256,TP_0062,TP_0080,,True,103.8607245740249,1.3341584825470438
139,TP_0065,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,other,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0347,TP_0131,,True,103.84544907088032,1.3278280540612273
142,TP_0616,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|water_edge_or_blue_green_mixed,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0062,TP_0352,TP_0826,,True,103.8454491550798,1.3450109798810768
143,TP_0614,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0080,TP_0062,TP_0617,,True,103.84365203271268,1.3450109881929893
144,TP_0114,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|water_edge_or_blue_green_mixed|road_edge_or_high_road_fraction,park_open_space,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0122,TP_0131,TP_0826,,True,103.86342017964314,1.328732264171024
145,TP_0263,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0101,TP_0262,TP_0062,,True,103.84095631560524,1.3341586240950114
146,TP_0892,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0401,TP_0580,TP_0897,,True,103.85892765737977,1.3531501542666569
147,TP_0166,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0256,TP_0062,TP_0080,,True,103.85802886654156,1.3305410533296236
150,TP_0628,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0062,,True,103.85623188896795,1.3450109020448435
1,TP_0037,retained_n24,n24_seed,completed_n24,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,other,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0090,TP_0256,TP_0131,,True,103.84634762108692,1.326923684885006
5,TP_0115,retained_n24,n24_seed,completed_n24,water_edge_or_blue_green_mixed,water_edge_or_blue_green_mixed,water,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0139,TP_0158,TP_0101,,True,103.8643187347976,1.328732252994398
6,TP_0141,retained_n24,n24_seed,completed_n24,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|covered_walkway_or_pedestrian_overhead,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0256,TP_0090,TP_0062,,True,103.8616230796035,1.3296366500172372
7,TP_0154,retained_n24,n24_seed,completed_n24,shaded_canopy_low_svf,shaded_canopy_low_svf|covered_walkway_or_pedestrian_overhead,park_open_space,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0199,TP_0131,TP_0090,,True,103.84724619593015,1.330541138232135
11,TP_0366,retained_n24,n24_seed,completed_n24,open_hardscape_high_svf,open_hardscape_high_svf|covered_walkway_or_pedestrian_overhead,exposed_bus_stop_waiting_node,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0157,TP_0373,TP_0431,,True,103.8553332551697,1.3368716304323829
12,TP_0409,retained_n24,n24_seed,completed_n24,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0090,TP_0256,TP_0122,,True,103.84185488842836,1.3386804437643094
13,TP_0433,retained_n24,n24_seed,completed_n24,shaded_canopy_low_svf,shaded_canopy_low_svf|water_edge_or_blue_green_mixed,tree_shaded_reference,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0347,TP_0352,TP_0131,,True,103.86342030045,1.3386802729201843
14,TP_0492,retained_n24,n24_seed,completed_n24,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|water_edge_or_blue_green_mixed|dense_built_or_low_open_pixel,dense_shaded_low_svf,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0062,TP_0090,TP_0352,,True,103.86431888193306,1.3404889904212471
18,TP_0627,retained_n24,n24_seed,completed_n24,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,street_canyon_wall_adjacent_low_svf,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0062,,True,103.85533332783652,1.3450109103622216
20,TP_0773,retained_n24,n24_seed,completed_n24,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|water_edge_or_blue_green_mixed,park_open_space,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0062,TP_0090,TP_0080,,True,103.85623193118585,1.349532723964869
21,TP_0835,retained_n24,n24_seed,completed_n24,shaded_canopy_low_svf,shaded_canopy_low_svf|grass_or_open_park,grass_or_park_open,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0401,TP_0826,TP_0881,,True,103.85982620186316,1.3513414159146908
22,TP_0857,retained_n24,n24_seed,completed_n24,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,hdb_canyon,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0256,TP_0062,TP_0080,,True,103.85353626521416,1.3522458411182072
23,TP_0960,retained_n24,n24_seed,completed_n24,open_hardscape_high_svf,open_hardscape_high_svf|covered_walkway_or_pedestrian_overhead,park_open_space,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0945,TP_0157,TP_0373,,True,103.84185494813082,1.3558633682493673
24,TP_0986,retained_n24,n24_seed,completed_n24,open_hardscape_high_svf,open_hardscape_high_svf,clean_confident_hot_anchor_null_control,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0373,TP_0945,TP_0174,,True,103.86521764134852,1.3558631720661165
