register_id,batch_id,role,dimension_or_gate,status,severity,blocker_status,notes,evidence,claim_boundary
M081,core8_optional_or_planned,smoke_diagnostic_only,QGIS/UMEP algorithm id,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M082,core8_optional_or_planned,smoke_diagnostic_only,forcing_day_id set,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M083,core8_optional_or_planned,smoke_diagnostic_only,hour_sgt set,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M084,core8_optional_or_planned,smoke_diagnostic_only,scenarios,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M085,core8_optional_or_planned,smoke_diagnostic_only,output target / Tmrt extraction convention,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M086,core8_optional_or_planned,smoke_diagnostic_only,postrun label extraction convention,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M087,core8_optional_or_planned,smoke_diagnostic_only,pairwise delta formula,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M088,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,building_dsm_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M089,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,building_dsm_version_status,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M090,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,vegetation_cdsm_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M091,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,vegetation_cdsm_version_status,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M092,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,grid_geometry_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M093,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,base_svf_source_or_generation_method,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M094,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,overhead_svf_source_or_generation_method,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M095,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,overhead_layer_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M096,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,overhead_as_canopy_rule,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M097,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,DEM mode,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M098,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,landcover mode,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M099,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,tile extent / tile buffer / tile resolution,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M100,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,per-cell asset layout,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M101,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,SVF artifact type,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M102,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,SOLWEIG parameters,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M103,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,QGIS/UMEP algorithm id,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M104,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,forcing_day_id set,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M105,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,hour_sgt set,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M106,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,scenarios,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M107,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,output target / Tmrt extraction convention,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M108,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,postrun label extraction convention,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M109,v12_wave0_reuse_v10_smoke,smoke_diagnostic_only,pairwise delta formula,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/v12_solweig_wave0_reuse_v10_manifest.csv;configs/v12/v12_solweig_typology_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M110,v10_epsilon_selected_cell_diagnostics,deprecated,building_dsm_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M111,v10_epsilon_selected_cell_diagnostics,deprecated,building_dsm_version_status,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M112,v10_epsilon_selected_cell_diagnostics,deprecated,vegetation_cdsm_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M113,v10_epsilon_selected_cell_diagnostics,deprecated,vegetation_cdsm_version_status,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M114,v10_epsilon_selected_cell_diagnostics,deprecated,grid_geometry_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M115,v10_epsilon_selected_cell_diagnostics,deprecated,base_svf_source_or_generation_method,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M116,v10_epsilon_selected_cell_diagnostics,deprecated,overhead_svf_source_or_generation_method,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M117,v10_epsilon_selected_cell_diagnostics,deprecated,overhead_layer_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M118,v10_epsilon_selected_cell_diagnostics,deprecated,overhead_as_canopy_rule,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M119,v10_epsilon_selected_cell_diagnostics,deprecated,DEM mode,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M120,v10_epsilon_selected_cell_diagnostics,deprecated,landcover mode,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M121,v10_epsilon_selected_cell_diagnostics,deprecated,tile extent / tile buffer / tile resolution,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M122,v10_epsilon_selected_cell_diagnostics,deprecated,per-cell asset layout,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M123,v10_epsilon_selected_cell_diagnostics,deprecated,SVF artifact type,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M124,v10_epsilon_selected_cell_diagnostics,deprecated,SOLWEIG parameters,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v10/v10_epsilon_solweig_config.example.json;docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md;docs/v10/V10_EPSILON_SOLWEIG_GUIDE_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
